transcript_id	subject_id	pident	aln_length	evalue	bitscore	annotation
MSTRG.17953.2	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.05e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.3	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.05e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.4	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.04e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.5	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.04e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.6	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.04e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.7	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.04e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.8	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.04e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17953.9	sp|Q8VZG2|HSR4_ARATH	45.638	298	9.04e-111	263.0	sp|Q8VZG2|HSR4_ARATH Protein HYPER-SENSITIVITY-RELATED 4 OS=Arabidopsis thaliana OX=3702 GN=HSR4 PE=2 SV=1
MSTRG.17961.1						
MSTRG.17963.1						
MSTRG.17964.1						
MSTRG.17964.2						
MSTRG.17964.3						
MSTRG.17964.4						
MSTRG.17964.5						
MSTRG.17964.6						
MSTRG.17964.7						
MSTRG.17965.1						
MSTRG.17966.1						
MSTRG.17967.1						
MSTRG.17968.1						
MSTRG.1797.1						
MSTRG.17970.1						
MSTRG.17978.1	sp|P0C2F6|RNHX1_ARATH	22.973	296	4.38e-06	56.2	sp|P0C2F6|RNHX1_ARATH Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana OX=3702 GN=At1g65750 PE=3 SV=1
MSTRG.17978.2	sp|P0C2F6|RNHX1_ARATH	22.973	296	2.14e-06	56.2	sp|P0C2F6|RNHX1_ARATH Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana OX=3702 GN=At1g65750 PE=3 SV=1
MSTRG.17978.3						
MSTRG.17979.1						
MSTRG.17985.1						
MSTRG.17988.1	sp|P19950|RS141_MAIZE	76.667	30	1.91e-06	49.7	sp|P19950|RS141_MAIZE Small ribosomal subunit protein uS11z OS=Zea mays OX=4577 PE=3 SV=1
MSTRG.17990.1						
MSTRG.17990.2						
MSTRG.17990.3						
MSTRG.17990.4						
MSTRG.17991.1						
MSTRG.17993.1						
MSTRG.17994.1						
MSTRG.17994.2						
MSTRG.17995.1						
MSTRG.17996.1	sp|P14381|YTX2_XENLA	26.815	496	1.11e-35	153.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.17997.1						
MSTRG.17998.1	sp|Q5SVZ6|ZMYM1_HUMAN	27.835	97	7.04e-08	51.6	sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
MSTRG.17999.1						
MSTRG.17999.2						
MSTRG.17999.3						
MSTRG.17999.4						
MSTRG.1800.1						
MSTRG.18005.1	sp|Q10G39|ODPB4_ORYSJ	93.373	166	9.97e-109	322.0	sp|Q10G39|ODPB4_ORYSJ Pyruvate dehydrogenase E1 component subunit beta-4, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0645100 PE=2 SV=1
MSTRG.18007.1	sp|Q9C9G6|AE7_ARATH	83.333	36	3.27e-32	69.3	sp|Q9C9G6|AE7_ARATH Protein AE7 OS=Arabidopsis thaliana OX=3702 GN=AE7 PE=1 SV=2
MSTRG.18007.2	sp|Q9C9G6|AE7_ARATH	83.333	36	3.09e-32	69.3	sp|Q9C9G6|AE7_ARATH Protein AE7 OS=Arabidopsis thaliana OX=3702 GN=AE7 PE=1 SV=2
MSTRG.18007.3	sp|Q9C9G6|AE7_ARATH	83.333	36	3.09e-32	69.3	sp|Q9C9G6|AE7_ARATH Protein AE7 OS=Arabidopsis thaliana OX=3702 GN=AE7 PE=1 SV=2
MSTRG.18013.1	sp|P10978|POLX_TOBAC	37.853	177	5.64e-26	122.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.18021.1						
MSTRG.18028.1						
MSTRG.18031.1						
MSTRG.18035.1	sp|P0CT39|TF26_SCHPO	32.090	670	6.26e-83	304.0	sp|P0CT39|TF26_SCHPO Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-6 PE=3 SV=1
MSTRG.18036.1						
MSTRG.18037.1						
MSTRG.18039.1						
MSTRG.18042.1						
MSTRG.18042.2						
MSTRG.18042.3						
MSTRG.18042.4						
MSTRG.18043.1	sp|Q940M4|OCT7_ARATH	39.037	187	1.12e-39	109.0	sp|Q940M4|OCT7_ARATH Organic cation/carnitine transporter 7 OS=Arabidopsis thaliana OX=3702 GN=OCT7 PE=2 SV=1
MSTRG.18045.1						
MSTRG.18045.2						
MSTRG.18047.1	sp|Q8VYB7|PGTA1_ARATH	31.439	264	1.05e-32	120.0	sp|Q8VYB7|PGTA1_ARATH Geranylgeranyl transferase type-2 subunit alpha 1 OS=Arabidopsis thaliana OX=3702 GN=RGTA1 PE=1 SV=1
MSTRG.18049.1	sp|Q9SJF3|DCP1_ARATH	64.000	50	3.99e-13	76.6	sp|Q9SJF3|DCP1_ARATH mRNA-decapping enzyme-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g08370 PE=1 SV=2
MSTRG.18050.1						
MSTRG.18051.1						
MSTRG.18054.1						
MSTRG.18054.2						
MSTRG.18054.3						
MSTRG.18054.4						
MSTRG.18054.5						
MSTRG.18058.1						
MSTRG.18065.1						
MSTRG.18067.1						
MSTRG.1807.1	sp|Q93VQ0|VCL1_ARATH	78.351	97	9.37e-40	162.0	sp|Q93VQ0|VCL1_ARATH Protein VACUOLELESS1 OS=Arabidopsis thaliana OX=3702 GN=VCL1 PE=1 SV=1
MSTRG.18074.1	sp|P23074|POL_SFV1	35.556	90	4.53e-09	55.5	sp|P23074|POL_SFV1 Pro-Pol polyprotein OS=Simian foamy virus type 1 OX=338478 GN=pol PE=1 SV=3
MSTRG.18075.1						
MSTRG.18076.1						
MSTRG.18077.1						
MSTRG.18078.1	sp|Q94HW2|POLR1_ARATH	39.286	56	3.24e-06	52.8	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.18079.1	sp|Q94HW2|POLR1_ARATH	40.099	202	1.55e-39	159.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.1808.1	sp|Q93VQ0|VCL1_ARATH	76.744	43	1.21e-23	73.6	sp|Q93VQ0|VCL1_ARATH Protein VACUOLELESS1 OS=Arabidopsis thaliana OX=3702 GN=VCL1 PE=1 SV=1
MSTRG.18080.1						
MSTRG.18081.1						
MSTRG.18081.2						
MSTRG.18081.3						
MSTRG.18081.4						
MSTRG.18083.1						
MSTRG.18084.1						
MSTRG.18085.1						
MSTRG.18086.1						
MSTRG.18087.1						
MSTRG.18088.1						
MSTRG.18089.1						
MSTRG.18090.1						
MSTRG.18091.1						
MSTRG.18092.1						
MSTRG.18093.1						
MSTRG.18094.1						
MSTRG.18094.2						
MSTRG.18095.1						
MSTRG.18098.1						
MSTRG.18100.1	sp|Q851X7|DERL2_ORYSJ	56.250	96	6.33e-14	77.4	sp|Q851X7|DERL2_ORYSJ Derlin-2 OS=Oryza sativa subsp. japonica OX=39947 GN=DER2 PE=2 SV=1
MSTRG.18100.2	sp|Q851X7|DERL2_ORYSJ	56.250	96	6.31e-14	77.4	sp|Q851X7|DERL2_ORYSJ Derlin-2 OS=Oryza sativa subsp. japonica OX=39947 GN=DER2 PE=2 SV=1
MSTRG.18100.3	sp|Q851X7|DERL2_ORYSJ	56.250	96	6.31e-14	77.4	sp|Q851X7|DERL2_ORYSJ Derlin-2 OS=Oryza sativa subsp. japonica OX=39947 GN=DER2 PE=2 SV=1
MSTRG.18100.4	sp|Q851X7|DERL2_ORYSJ	56.250	96	6.31e-14	77.4	sp|Q851X7|DERL2_ORYSJ Derlin-2 OS=Oryza sativa subsp. japonica OX=39947 GN=DER2 PE=2 SV=1
MSTRG.18100.5	sp|Q851X7|DERL2_ORYSJ	56.250	96	6.22e-14	77.4	sp|Q851X7|DERL2_ORYSJ Derlin-2 OS=Oryza sativa subsp. japonica OX=39947 GN=DER2 PE=2 SV=1
MSTRG.18100.6	sp|Q851X7|DERL2_ORYSJ	56.250	96	6.14e-14	77.4	sp|Q851X7|DERL2_ORYSJ Derlin-2 OS=Oryza sativa subsp. japonica OX=39947 GN=DER2 PE=2 SV=1
MSTRG.18100.7	sp|Q5FV41|FBT2_ARATH	52.941	68	1.69e-13	79.0	sp|Q5FV41|FBT2_ARATH Probable folate-biopterin transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At5g25050 PE=2 SV=1
MSTRG.18102.1	sp|Q9SLY8|CALR_ORYSJ	72.358	123	7.03e-88	172.0	sp|Q9SLY8|CALR_ORYSJ Calreticulin OS=Oryza sativa subsp. japonica OX=39947 GN=CRO1 PE=1 SV=2
MSTRG.18102.2	sp|Q9SLY8|CALR_ORYSJ	72.358	123	7.03e-88	172.0	sp|Q9SLY8|CALR_ORYSJ Calreticulin OS=Oryza sativa subsp. japonica OX=39947 GN=CRO1 PE=1 SV=2
MSTRG.18105.1						
MSTRG.18106.1						
MSTRG.18107.1	sp|P92516|M750_ARATH	48.214	56	1.77e-12	61.6	sp|P92516|M750_ARATH Uncharacterized mitochondrial protein AtMg00750 OS=Arabidopsis thaliana OX=3702 GN=AtMg00750 PE=4 SV=1
MSTRG.18108.1						
MSTRG.18108.2						
MSTRG.18108.3						
MSTRG.18108.4						
MSTRG.18108.5						
MSTRG.18108.6						
MSTRG.18109.1						
MSTRG.18110.1						
MSTRG.18111.1						
MSTRG.18112.1						
MSTRG.18113.1						
MSTRG.18114.1	sp|Q0R4F1|PIF1_XENLA	32.331	133	5.66e-06	55.8	sp|Q0R4F1|PIF1_XENLA ATP-dependent DNA helicase PIF1 OS=Xenopus laevis OX=8355 GN=pif1 PE=2 SV=1
MSTRG.18114.2	sp|Q0R4F1|PIF1_XENLA	32.331	133	5.57e-06	55.8	sp|Q0R4F1|PIF1_XENLA ATP-dependent DNA helicase PIF1 OS=Xenopus laevis OX=8355 GN=pif1 PE=2 SV=1
MSTRG.18115.1	sp|Q9XIA7|TOM6_ARATH	40.741	54	3.78e-07	51.2	sp|Q9XIA7|TOM6_ARATH Mitochondrial import receptor subunit TOM6 homolog OS=Arabidopsis thaliana OX=3702 GN=TOM6 PE=1 SV=1
MSTRG.18116.1						
MSTRG.18116.2						
MSTRG.18116.3						
MSTRG.18119.1						
MSTRG.1812.1						
MSTRG.18123.1						
MSTRG.18124.1						
MSTRG.18125.1						
MSTRG.18126.1						
MSTRG.18127.1						
MSTRG.18128.1						
MSTRG.1813.1						
MSTRG.18130.1						
MSTRG.18131.1						
MSTRG.18132.1						
MSTRG.18132.2						
MSTRG.18132.3						
MSTRG.18132.4						
MSTRG.18132.5						
MSTRG.18132.6						
MSTRG.18135.1						
MSTRG.18140.1						
MSTRG.18140.2						
MSTRG.18142.1						
MSTRG.18142.2						
MSTRG.18144.1						
MSTRG.18146.1	sp|Q9SX99|OSB1_ARATH	53.846	52	2.97e-09	63.2	sp|Q9SX99|OSB1_ARATH Protein OSB1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OSB1 PE=1 SV=1
MSTRG.18146.2	sp|Q9SX99|OSB1_ARATH	53.846	52	1.91e-09	63.2	sp|Q9SX99|OSB1_ARATH Protein OSB1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OSB1 PE=1 SV=1
MSTRG.18149.1	sp|Q0D3S3|OBGC1_ORYSJ	84.211	38	5e-15	73.6	sp|Q0D3S3|OBGC1_ORYSJ Probable GTP-binding protein OBGC1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=OBGC1 PE=3 SV=1
MSTRG.18150.1						
MSTRG.18151.1						
MSTRG.18153.1	sp|Q5SVZ6|ZMYM1_HUMAN	33.945	109	2.74e-06	47.8	sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
MSTRG.18154.1						
MSTRG.18156.1						
MSTRG.18157.1						
MSTRG.18157.2						
MSTRG.18158.1	sp|Q5SVZ6|ZMYM1_HUMAN	31.496	127	1.18e-15	75.1	sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
MSTRG.18159.1						
MSTRG.18160.1						
MSTRG.18161.1						
MSTRG.18162.1						
MSTRG.18163.1	sp|A0AAN2H8A8|TF213_SCHPO	37.838	74	1.83e-11	62.0	sp|A0AAN2H8A8|TF213_SCHPO Transposon Tf2-13 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-13 PE=3 SV=1
MSTRG.18168.1						
MSTRG.18169.1	sp|Q9LMT7|MAIN_ARATH	30.667	150	2.06e-13	64.3	sp|Q9LMT7|MAIN_ARATH Protein MAINTENANCE OF MERISTEMS OS=Arabidopsis thaliana OX=3702 GN=MAIN PE=1 SV=1
MSTRG.18169.2	sp|Q9LMT7|MAIN_ARATH	30.667	150	7.12e-14	64.3	sp|Q9LMT7|MAIN_ARATH Protein MAINTENANCE OF MERISTEMS OS=Arabidopsis thaliana OX=3702 GN=MAIN PE=1 SV=1
MSTRG.18169.3	sp|Q9LMT7|MAIN_ARATH	30.667	150	6.74e-14	64.3	sp|Q9LMT7|MAIN_ARATH Protein MAINTENANCE OF MERISTEMS OS=Arabidopsis thaliana OX=3702 GN=MAIN PE=1 SV=1
MSTRG.18170.1						
MSTRG.18171.1	sp|Q9V5P6|NOP10_DROME	78.125	32	1.24e-07	52.4	sp|Q9V5P6|NOP10_DROME H/ACA ribonucleoprotein complex subunit 3 OS=Drosophila melanogaster OX=7227 GN=Nop10 PE=1 SV=1
MSTRG.18173.1						
MSTRG.18176.1						
MSTRG.18178.1						
MSTRG.18178.2						
MSTRG.1818.1						
MSTRG.18183.1						
MSTRG.18184.1						
MSTRG.18185.1						
MSTRG.18186.1						
MSTRG.18186.2						
MSTRG.18186.3						
MSTRG.18186.4						
MSTRG.18186.5						
MSTRG.18186.6						
MSTRG.18186.7						
MSTRG.18186.8						
MSTRG.18186.9						
MSTRG.18187.1	sp|B9GDE5|AB50G_ORYSJ	77.778	108	6.28e-94	183.0	sp|B9GDE5|AB50G_ORYSJ ABC transporter G family member 50 OS=Oryza sativa subsp. japonica OX=39947 GN=ABCG50 PE=2 SV=2
MSTRG.18187.2	sp|B9GDE5|AB50G_ORYSJ	77.778	108	5.35e-94	183.0	sp|B9GDE5|AB50G_ORYSJ ABC transporter G family member 50 OS=Oryza sativa subsp. japonica OX=39947 GN=ABCG50 PE=2 SV=2
MSTRG.18188.1	sp|B9GDE5|AB50G_ORYSJ	68.571	35	3.62e-06	53.9	sp|B9GDE5|AB50G_ORYSJ ABC transporter G family member 50 OS=Oryza sativa subsp. japonica OX=39947 GN=ABCG50 PE=2 SV=2
MSTRG.18189.1	sp|Q9LFH0|AB37G_ARATH	33.117	308	2.08e-30	124.0	sp|Q9LFH0|AB37G_ARATH ABC transporter G family member 37 OS=Arabidopsis thaliana OX=3702 GN=ABCG37 PE=1 SV=1
MSTRG.18190.1	sp|B9GDE5|AB50G_ORYSJ	77.551	49	1.4e-29	80.1	sp|B9GDE5|AB50G_ORYSJ ABC transporter G family member 50 OS=Oryza sativa subsp. japonica OX=39947 GN=ABCG50 PE=2 SV=2
MSTRG.18191.1	sp|P14381|YTX2_XENLA	24.324	888	1.02e-32	143.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.18191.2	sp|P14381|YTX2_XENLA	24.324	888	1.02e-32	143.0	sp|P14381|YTX2_XENLA Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1
MSTRG.18196.1						
MSTRG.18196.2						
MSTRG.18196.3						
MSTRG.18196.4						
MSTRG.18200.1						
MSTRG.18201.1						
MSTRG.18202.1						
MSTRG.18202.2						
MSTRG.1821.1	sp|O14114|ATD2_SCHPO	61.373	233	1.24e-90	328.0	sp|O14114|ATD2_SCHPO ATPase histone chaperone abo1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=abo1 PE=1 SV=1
MSTRG.18210.1	sp|P16423|POLR_DROME	34.568	81	7.65e-06	46.2	sp|P16423|POLR_DROME Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1
MSTRG.18213.1	sp|P0CT39|TF26_SCHPO	29.716	774	1.11e-98	309.0	sp|P0CT39|TF26_SCHPO Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-6 PE=3 SV=1
MSTRG.18214.2						
MSTRG.18215.1						
MSTRG.18216.1						
MSTRG.18217.1						
MSTRG.18218.1						
MSTRG.18218.2						
MSTRG.18218.3						
MSTRG.1822.1	sp|P17801|KPRO_MAIZE	49.296	142	5.9e-31	127.0	sp|P17801|KPRO_MAIZE Putative receptor protein kinase ZmPK1 OS=Zea mays OX=4577 GN=PK1 PE=2 SV=2
MSTRG.18223.1						
MSTRG.18224.1	sp|P35687|RS21_ORYSJ	76.471	34	2.54e-07	52.4	sp|P35687|RS21_ORYSJ Small ribosomal subunit protein eS21 OS=Oryza sativa subsp. japonica OX=39947 GN=RPS21 PE=3 SV=1
MSTRG.18224.2	sp|P35687|RS21_ORYSJ	76.471	34	2.54e-07	52.4	sp|P35687|RS21_ORYSJ Small ribosomal subunit protein eS21 OS=Oryza sativa subsp. japonica OX=39947 GN=RPS21 PE=3 SV=1
MSTRG.18224.3	sp|P35687|RS21_ORYSJ	76.471	34	1.96e-07	52.4	sp|P35687|RS21_ORYSJ Small ribosomal subunit protein eS21 OS=Oryza sativa subsp. japonica OX=39947 GN=RPS21 PE=3 SV=1
MSTRG.18225.1						
MSTRG.1823.1						
MSTRG.18230.1						
MSTRG.18232.1	sp|P10978|POLX_TOBAC	30.103	774	4.77e-121	313.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.18232.2	sp|P10978|POLX_TOBAC	30.103	774	3.94e-121	313.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.18232.3	sp|P10978|POLX_TOBAC	30.103	774	4.31e-121	313.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.18232.4	sp|P10978|POLX_TOBAC	30.103	774	4.28e-121	313.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.18235.1						
MSTRG.18236.1						
MSTRG.18237.1						
MSTRG.18239.1						
MSTRG.18240.1						
MSTRG.18240.2						
MSTRG.18240.3						
MSTRG.18241.1						
MSTRG.18241.2						
MSTRG.18244.1						
MSTRG.18245.1						
MSTRG.18246.1						
MSTRG.18247.1						
MSTRG.18248.1	sp|Q1HG60|PIF1_RAT	32.673	101	1.31e-09	48.9	sp|Q1HG60|PIF1_RAT ATP-dependent DNA helicase PIF1 OS=Rattus norvegicus OX=10116 GN=Pif1 PE=2 SV=1
MSTRG.18248.2	sp|Q1HG60|PIF1_RAT	32.673	101	6.37e-10	48.9	sp|Q1HG60|PIF1_RAT ATP-dependent DNA helicase PIF1 OS=Rattus norvegicus OX=10116 GN=Pif1 PE=2 SV=1
MSTRG.18248.3	sp|Q1HG60|PIF1_RAT	32.673	101	1.3e-09	48.9	sp|Q1HG60|PIF1_RAT ATP-dependent DNA helicase PIF1 OS=Rattus norvegicus OX=10116 GN=Pif1 PE=2 SV=1
MSTRG.18249.1						
MSTRG.18250.1						
MSTRG.18252.1						
MSTRG.18253.1						
MSTRG.18253.2						
MSTRG.18253.3						
MSTRG.18253.4						
MSTRG.18254.1						
MSTRG.18255.1						
MSTRG.18255.2						
MSTRG.18255.3						
MSTRG.18256.1						
MSTRG.18257.1						
MSTRG.18258.1						
MSTRG.18259.1	sp|B7F845|R10A_ORYSJ	92.000	25	3.98e-08	51.2	sp|B7F845|R10A_ORYSJ Large ribosomal subunit protein uL1 OS=Oryza sativa subsp. japonica OX=39947 GN=RPL10A PE=1 SV=1
MSTRG.18260.1						
MSTRG.18261.1	sp|Q75HY5|RSLE3_ORYSJ	29.150	247	1.06e-73	119.0	sp|Q75HY5|RSLE3_ORYSJ Zinc finger BED domain-containing protein RICESLEEPER 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0583200 PE=2 SV=1
MSTRG.18261.2	sp|Q75HY5|RSLE3_ORYSJ	29.150	247	1.06e-73	119.0	sp|Q75HY5|RSLE3_ORYSJ Zinc finger BED domain-containing protein RICESLEEPER 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0583200 PE=2 SV=1
MSTRG.18263.1						
MSTRG.18263.2						
MSTRG.18264.1						
MSTRG.18264.2						
MSTRG.18265.1						
MSTRG.18266.1	sp|Q6AVI0|RSLE2_ORYSJ	33.183	663	6.8e-115	384.0	sp|Q6AVI0|RSLE2_ORYSJ Zinc finger BED domain-containing protein RICESLEEPER 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0733400 PE=2 SV=1
MSTRG.18266.2	sp|Q6AVI0|RSLE2_ORYSJ	33.183	663	6.7e-115	384.0	sp|Q6AVI0|RSLE2_ORYSJ Zinc finger BED domain-containing protein RICESLEEPER 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0733400 PE=2 SV=1
MSTRG.18266.3	sp|Q75HY5|RSLE3_ORYSJ	37.056	197	1.21e-35	135.0	sp|Q75HY5|RSLE3_ORYSJ Zinc finger BED domain-containing protein RICESLEEPER 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0583200 PE=2 SV=1
MSTRG.18270.1	sp|Q3HRN8|CNBL9_ORYSJ	75.000	36	1.39e-08	62.8	sp|Q3HRN8|CNBL9_ORYSJ Calcineurin B-like protein 9 OS=Oryza sativa subsp. japonica OX=39947 GN=CBL9 PE=2 SV=2
MSTRG.18270.2	sp|Q3HRN8|CNBL9_ORYSJ	75.000	36	1.38e-08	62.8	sp|Q3HRN8|CNBL9_ORYSJ Calcineurin B-like protein 9 OS=Oryza sativa subsp. japonica OX=39947 GN=CBL9 PE=2 SV=2
MSTRG.18270.3						
MSTRG.18270.4						
MSTRG.18270.5						
MSTRG.18271.1						
MSTRG.18272.1						
MSTRG.18275.1	sp|Q42368|PPDK2_MAIZE	61.972	142	1.4e-91	170.0	sp|Q42368|PPDK2_MAIZE Pyruvate, phosphate dikinase 2 OS=Zea mays OX=4577 GN=PPDK2 PE=1 SV=2
MSTRG.18275.2	sp|Q42368|PPDK2_MAIZE	61.972	142	1.4e-91	170.0	sp|Q42368|PPDK2_MAIZE Pyruvate, phosphate dikinase 2 OS=Zea mays OX=4577 GN=PPDK2 PE=1 SV=2
MSTRG.18275.3	sp|Q42368|PPDK2_MAIZE	61.972	142	1.4e-91	170.0	sp|Q42368|PPDK2_MAIZE Pyruvate, phosphate dikinase 2 OS=Zea mays OX=4577 GN=PPDK2 PE=1 SV=2
MSTRG.18275.4	sp|Q75KR1|PPDK2_ORYSJ	77.193	57	3.04e-47	90.5	sp|Q75KR1|PPDK2_ORYSJ Pyruvate, phosphate dikinase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=PPDK2 PE=3 SV=1
MSTRG.18276.1						
MSTRG.18276.2						
MSTRG.18276.3						
MSTRG.18277.1						
MSTRG.18277.2						
MSTRG.1828.1						
MSTRG.1828.2						
MSTRG.1828.3						
MSTRG.1828.4						
MSTRG.1828.5						
MSTRG.18280.1						
MSTRG.18282.1						
MSTRG.18283.1						
MSTRG.18284.1	sp|P04146|COPIA_DROME	41.667	72	1.46e-13	67.8	sp|P04146|COPIA_DROME Copia protein OS=Drosophila melanogaster OX=7227 GN=GIP PE=1 SV=3
MSTRG.18285.1	sp|P10978|POLX_TOBAC	42.029	207	6.37e-51	180.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
MSTRG.18286.1						
MSTRG.18286.2						
MSTRG.18286.3						
MSTRG.18286.4						
MSTRG.18286.5						
MSTRG.18292.1	sp|P12151|RR16_ORYSJ	90.244	41	3.4e-16	76.3	sp|P12151|RR16_ORYSJ Small ribosomal subunit protein bS16c OS=Oryza sativa subsp. japonica OX=39947 GN=rps16 PE=2 SV=2
MSTRG.18296.1	sp|Q94HW2|POLR1_ARATH	53.012	83	3.3e-22	92.0	sp|Q94HW2|POLR1_ARATH Retrovirus-related Pol polyprotein from transposon RE1 OS=Arabidopsis thaliana OX=3702 GN=RE1 PE=2 SV=1
MSTRG.18297.1						
MSTRG.18297.2						
MSTRG.18299.1	sp|Q99315|YG31B_YEAST	41.844	282	2.57e-86	199.0	sp|Q99315|YG31B_YEAST Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-G PE=1 SV=3
MSTRG.183.1	sp|P04323|POL3_DROME	36.986	73	9.35e-08	50.4	sp|P04323|POL3_DROME Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1
MSTRG.18300.1						
MSTRG.18301.1	sp|P0C2F6|RNHX1_ARATH	27.978	361	3.9e-32	132.0	sp|P0C2F6|RNHX1_ARATH Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana OX=3702 GN=At1g65750 PE=3 SV=1
MSTRG.18302.1						
MSTRG.18303.1						
MSTRG.18310.1						
